frame	xtl	ytl	xbr	ybr	class
2018_02-13_1418_left/001930	2210	607	2326	743	3.24
2018_02-13_1418_left/001931	2213	264	2367	450	2.1
2018_02-13_1418_left/001931	2227	599	2340	736	3.24
2018_02-13_1418_left/001932	2228	250	2380	440	2.1
2018_02-13_1418_left/001932	2240	597	2353	736	3.24
2018_02-13_1418_left/001933	2238	237	2393	430	2.1
2018_02-13_1418_left/001933	2255	582	2371	733	3.24
2018_02-13_1418_left/001934	2264	227	2419	422	2.1
2018_02-13_1418_left/001934	2276	430	2392	567	3.24
2018_02-13_1418_left/001934	2280	581	2392	727	3.24
2018_02-13_1418_left/001935	2274	204	2426	412	2.1
2018_02-13_1418_left/001935	2296	422	2406	561	3.24
2018_02-13_1418_left/001935	2296	575	2408	724	3.24
2018_02-13_1418_left/001936	2291	193	2441	403	2.1
2018_02-13_1418_left/001936	2303	569	2427	718	3.24
2018_02-13_1418_left/001937	2305	175	2451	382	2.1
2018_02-13_1418_left/001938	2316	169	2455	373	2.1
2018_02-13_1418_left/001938	2326	372	2444	524	3.24
2018_02-13_1418_left/001939	2327	159	2458	371	2.1
2018_02-13_1418_left/001939	2345	364	2448	514	3.24
2018_02-13_1418_left/001940	2340	140	2454	371	2.1
2018_02-13_1418_left/002050	3	1377	69	1627	3.27
2018_02-13_1418_left/002271	3	840	39	930	4.2
2018_02-13_1418_left/002513	2001	797	2047	881	5.19
2018_02-13_1418_left/002528	313	812	359	890	3.27
2018_02-13_1418_left/002529	301	815	346	893	3.27
2018_02-13_1418_left/002530	291	818	333	891	3.27
2018_02-13_1418_left/002532	268	827	310	904	3.27
2018_02-13_1418_left/002534	244	815	286	903	3.27
2018_02-13_1418_left/002537	204	817	257	913	3.27
2018_02-13_1418_left/002539	175	823	220	911	3.27
2018_02-13_1418_left/002541	0	1192	165	1541	4.1
2018_02-13_1418_left/002542	-4	1188	142	1572	3.27
2018_02-13_1418_left/002543	-10	1199	113	1576	3.27
2018_02-13_1418_left/002548	17	788	66	913	3.27
2018_02-13_1418_left/002549	2	791	50	903	3.27
2018_02-13_1418_left/002550	-4	783	31	898	3.27
2018_02-13_1418_left/002656	2011	931	2047	988	5.20
2018_02-13_1418_left/002660	1941	927	1981	993	5.20
2018_02-13_1418_left/002662	1916	929	1957	991	5.20
2018_02-13_1418_left/002664	1895	927	1933	988	5.20
2018_02-13_1418_left/002665	1882	923	1923	987	5.20
2018_02-13_1418_left/002666	1873	926	1909	985	5.20
2018_02-13_1418_left/002668	1842	934	1880	995	5.20
2018_02-13_1418_left/002677	1765	927	1803	988	5.20
2018_02-13_1418_left/002679	1743	931	1779	989	5.20
2018_02-13_1418_left/002680	1737	925	1777	987	5.20
2018_02-13_1418_left/002681	1731	935	1766	993	5.20
2018_02-13_1418_left/002683	1718	935	1755	995	5.20
2018_02-13_1418_left/002685	1703	933	1738	991	5.20
2018_02-13_1418_left/002687	1685	926	1723	987	5.20
2018_02-13_1418_left/002746	1506	887	1538	940	4.1
2018_02-13_1418_left/002748	1504	895	1537	948	4.1
2018_02-13_1418_left/002756	1515	894	1548	948	4.1
2018_02-13_1418_left/002760	1525	897	1555	949	4.1
2018_02-13_1418_left/002772	1744	838	1809	928	5.20
2018_02-13_1418_left/002772	1563	939	1598	993	3.27
2018_02-13_1418_left/002773	1751	846	1810	927	5.20
2018_02-13_1418_left/002773	1562	930	1595	984	5.19
2018_02-13_1418_left/002774	1755	844	1813	927	5.20
2018_02-13_1418_left/002774	1562	934	1593	989	5.19
2018_02-13_1418_left/002775	1759	848	1819	933	5.20
2018_02-13_1418_left/002775	1567	933	1601	992	5.19
2018_02-13_1418_left/002776	1569	936	1602	990	5.19
2018_02-13_1418_left/002777	1571	940	1604	994	5.19
2018_02-13_1418_left/002779	1578	942	1611	1001	5.20
2018_02-13_1418_left/002780	1581	951	1616	1009	3.27
2018_02-13_1418_left/002781	1583	951	1620	1013	3.27
2018_02-13_1418_left/002784	1592	938	1628	997	5.20
2018_02-13_1418_left/002785	1796	840	1864	930	5.19
2018_02-13_1418_left/002785	1595	935	1631	992	5.20
2018_02-13_1418_left/002786	1799	841	1864	927	5.19
2018_02-13_1418_left/002786	1596	939	1632	993	5.20
2018_02-13_1418_left/002787	1597	952	1633	1006	3.27
2018_02-13_1418_left/002788	1807	832	1873	920	5.19
2018_02-13_1418_left/002788	1602	951	1637	1002	3.27
2018_02-13_1418_left/002789	1813	836	1880	921	5.19
2018_02-13_1418_left/002789	1603	930	1641	989	5.19
2018_02-13_1418_left/002791	1830	822	1902	914	5.19
2018_02-13_1418_left/002792	1619	910	1659	966	5.20
2018_02-13_1418_left/002793	1618	908	1663	966	5.20
2018_02-13_1418_left/002794	1624	910	1665	963	5.20
2018_02-13_1418_left/002796	1620	960	1658	1015	3.27
2018_02-13_1418_left/002797	1630	905	1675	960	5.20
2018_02-13_1418_left/002798	1633	902	1674	960	5.20
2018_02-13_1418_left/002801	1645	904	1685	961	5.20
2018_02-13_1418_left/002807	1677	902	1723	957	5.19
2018_02-13_1418_left/002808	1677	904	1720	962	5.20
2018_02-13_1418_left/002808	1679	961	1724	1027	3.27
2018_02-13_1418_left/002809	1678	907	1721	964	5.20
2018_02-13_1418_left/002815	1683	909	1730	966	5.20
2018_02-13_1418_left/002816	1691	962	1737	1027	3.27
2018_02-13_1418_left/002817	1688	960	1735	1027	3.27
2018_02-13_1418_left/002819	1692	960	1737	1023	3.27
2018_02-13_1418_left/002820	1692	960	1736	1021	3.27
2018_02-13_1418_left/002825	1688	948	1732	1007	3.27
2018_02-13_1418_left/002828	2059	849	2142	924	3.1
2018_02-13_1418_left/002829	1691	937	1734	999	3.27
2018_02-13_1418_left/002830	1694	942	1737	1005	3.27
2018_02-13_1418_left/002831	1694	937	1735	997	3.27
2018_02-13_1418_left/002832	1695	950	1738	1010	3.27
2018_02-13_1418_left/002833	1697	950	1742	1012	3.27
2018_02-13_1418_left/002834	1700	958	1741	1016	3.27
2018_02-13_1418_left/002838	1718	897	1761	961	5.19
2018_02-13_1418_left/002838	1720	959	1764	1021	3.27
2018_02-13_1418_left/002839	1716	893	1758	956	5.19
2018_02-13_1418_left/002840	1720	897	1764	962	5.19
2018_02-13_1418_left/002840	1724	952	1770	1015	3.27
2018_02-13_1418_left/002841	1722	902	1763	963	5.19
2018_02-13_1418_left/002843	1728	903	1770	965	5.19
2018_02-13_1418_left/002843	1727	961	1773	1024	3.27
2018_02-13_1418_left/002847	1745	905	1786	970	5.20
2018_02-13_1418_left/002848	1748	903	1791	970	5.20
2018_02-13_1418_left/002849	1750	902	1792	969	5.19
2018_02-13_1418_left/002850	1756	896	1802	967	5.20
2018_02-13_1418_left/002850	1749	959	1800	1024	3.27
2018_02-13_1418_left/002851	1758	897	1803	967	5.20
2018_02-13_1418_left/002852	1762	895	1806	964	5.20
2018_02-13_1418_left/002853	1766	891	1813	964	5.20
2018_02-13_1418_left/002854	1768	887	1813	958	5.20
2018_02-13_1418_left/002855	1767	892	1814	964	5.20
2018_02-13_1418_left/002856	1769	890	1817	962	5.19
2018_02-13_1418_left/002857	1772	889	1819	961	5.19
2018_02-13_1418_left/002858	1778	892	1825	964	5.20
2018_02-13_1418_left/002858	1775	956	1828	1022	3.27
2018_02-13_1418_left/002859	1781	891	1826	960	5.19
2018_02-13_1418_left/002860	1789	891	1835	962	5.20
2018_02-13_1418_left/002861	683	469	749	702	2.1
2018_02-13_1418_left/002861	1789	885	1838	958	5.20
2018_02-13_1418_left/002862	2381	704	2451	841	3.27
2018_02-13_1418_left/002862	1791	886	1837	957	5.20
2018_02-13_1418_left/002863	2391	713	2450	840	3.27
2018_02-13_1418_left/002863	1798	888	1849	965	5.20
2018_02-13_1418_left/002864	1799	887	1850	963	5.20
2018_02-13_1418_left/002864	1787	957	1842	1028	3.27
2018_02-13_1418_left/002865	1802	885	1853	962	5.20
2018_02-13_1418_left/002866	1801	877	1853	955	5.20
2018_02-13_1418_left/002867	1806	871	1858	949	5.20
2018_02-13_1418_left/002868	1812	869	1864	946	5.20
2018_02-13_1418_left/002869	1812	866	1864	943	5.20
2018_02-13_1418_left/002869	1802	942	1856	1016	3.27
2018_02-13_1418_left/002870	1815	865	1868	945	5.20
2018_02-13_1418_left/002870	1808	937	1864	1010	3.27
2018_02-13_1418_left/002871	1817	868	1868	945	5.20
2018_02-13_1418_left/002871	1813	939	1867	1012	3.27
2018_02-13_1418_left/002872	1817	866	1870	943	5.20
2018_02-13_1418_left/002873	1821	866	1874	944	5.20
2018_02-13_1418_left/002874	1824	869	1876	946	5.20
2018_02-13_1418_left/002875	1826	870	1880	950	5.20
2018_02-13_1418_left/002875	1828	940	1886	1019	3.27
2018_02-13_1418_left/002876	1833	869	1889	950	5.20
2018_02-13_1418_left/002876	1508	933	1537	982	5.20
2018_02-13_1418_left/002876	1839	946	1894	1022	3.27
2018_02-13_1418_left/002877	1834	868	1891	952	5.20
2018_02-13_1418_left/002877	1508	932	1538	982	5.20
2018_02-13_1418_left/002877	1840	949	1894	1023	3.27
2018_02-13_1418_left/002878	1837	866	1893	950	5.20
2018_02-13_1418_left/002878	1842	947	1896	1022	3.27
2018_02-13_1418_left/002879	621	768	662	880	3.27
2018_02-13_1418_left/002879	1840	868	1895	954	5.20
2018_02-13_1418_left/002879	1845	947	1897	1020	3.27
2018_02-13_1418_left/002880	1842	869	1897	953	5.19
2018_02-13_1418_left/002880	1845	944	1899	1016	3.27
2018_02-13_1418_left/002882	1859	863	1914	942	5.20
2018_02-13_1418_left/002882	1506	932	1536	981	5.20
2018_02-13_1418_left/002882	1859	942	1913	1019	3.27
2018_02-13_1418_left/002883	1862	870	1916	947	5.20
2018_02-13_1418_left/002883	1510	936	1541	987	5.20
2018_02-13_1418_left/002884	608	760	651	872	3.27
2018_02-13_1418_left/002884	1861	867	1916	945	5.20
2018_02-13_1418_left/002884	1509	938	1539	986	5.20
2018_02-13_1418_left/002885	594	640	654	757	2.1
2018_02-13_1418_left/002885	601	760	645	880	3.27
2018_02-13_1418_left/002885	1863	869	1916	944	5.20
2018_02-13_1418_left/002885	1511	942	1541	991	5.20
2018_02-13_1418_left/002886	1867	864	1923	942	5.20
2018_02-13_1418_left/002886	1508	941	1538	987	5.20
2018_02-13_1418_left/002887	1868	873	1925	953	5.20
2018_02-13_1418_left/002888	1874	865	1931	947	5.20
2018_02-13_1418_left/002889	1876	866	1935	948	5.19
2018_02-13_1418_left/002890	581	633	637	740	2.1
2018_02-13_1418_left/002890	1884	869	1942	949	5.20
2018_02-13_1418_left/002890	1884	942	1941	1019	3.27
2018_02-13_1418_left/002891	1887	867	1946	949	5.19
2018_02-13_1418_left/002891	1890	941	1944	1018	3.27
2018_02-13_1418_left/002892	1894	867	1952	950	5.19
2018_02-13_1418_left/002892	1518	933	1548	979	5.20
2018_02-13_1418_left/002892	1898	945	1951	1021	3.27
2018_02-13_1418_left/002893	1895	857	1954	941	5.19
2018_02-13_1418_left/002893	1519	929	1546	973	5.19
2018_02-13_1418_left/002893	1900	939	1953	1014	3.27
2018_02-13_1418_left/002894	1902	859	1961	944	5.19
2018_02-13_1418_left/002895	1910	861	1969	944	5.20
2018_02-13_1418_left/002895	1523	925	1553	975	5.20
2018_02-13_1418_left/002896	1913	856	1974	941	5.20
2018_02-13_1418_left/002896	1909	939	1967	1020	3.27
2018_02-13_1418_left/002897	1924	851	1987	939	5.20
2018_02-13_1418_left/002897	1527	926	1557	975	5.20
2018_02-13_1418_left/002897	1922	934	1983	1014	3.27
2018_02-13_1418_left/002898	1934	844	1999	936	5.20
2018_02-13_1418_left/002898	1932	933	1991	1012	3.27
2018_02-13_1418_left/002899	1936	850	2002	941	5.20
2018_02-13_1418_left/002899	1933	937	1992	1020	3.27
2018_02-13_1418_left/002900	1944	846	2007	934	5.20
2018_02-13_1418_left/002900	1533	927	1561	972	5.20
2018_02-13_1418_left/002901	1531	910	1563	957	5.20
2018_02-13_1418_left/002901	1949	838	2011	927	5.20
2018_02-13_1418_left/002902	1533	910	1566	958	5.20
2018_02-13_1418_left/002902	1955	840	2014	924	5.20
2018_02-13_1418_left/002903	1535	909	1568	957	5.20
2018_02-13_1418_left/002903	1965	838	2023	924	5.20
2018_02-13_1418_left/002904	1537	909	1568	956	5.20
2018_02-13_1418_left/002904	1967	835	2028	922	5.20
2018_02-13_1418_left/002905	1536	909	1568	955	5.20
2018_02-13_1418_left/002905	1974	831	2036	918	5.20
2018_02-13_1418_left/002906	1537	913	1566	957	5.20
2018_02-13_1418_left/002906	1975	834	2040	925	5.20
2018_02-13_1418_left/002907	1541	913	1570	958	5.20
2018_02-13_1418_left/002907	1976	834	2044	928	5.20
2018_02-13_1418_left/002908	1538	914	1569	962	5.20
2018_02-13_1418_left/002908	1984	839	2050	932	5.20
2018_02-13_1418_left/002909	1540	908	1572	955	5.20
2018_02-13_1418_left/002909	1988	832	2054	925	5.20
2018_02-13_1418_left/002910	1994	834	2061	927	5.20
2018_02-13_1418_left/002911	1544	907	1575	954	5.20
2018_02-13_1418_left/002911	1997	838	2061	929	5.20
2018_02-13_1418_left/002912	1542	910	1573	957	5.20
2018_02-13_1418_left/002912	2003	831	2069	922	5.20
2018_02-13_1418_left/002913	1541	908	1572	955	5.20
2018_02-13_1418_left/002913	2008	832	2078	929	5.20
2018_02-13_1418_left/002914	1540	908	1573	956	5.20
2018_02-13_1418_left/002914	2012	833	2081	927	5.20
2018_02-13_1418_left/002915	1540	911	1573	960	5.20
2018_02-13_1418_left/002915	2013	826	2087	925	5.20
2018_02-13_1418_left/002915	2011	919	2081	1008	3.27
2018_02-13_1418_left/002916	1544	905	1577	954	5.20
2018_02-13_1418_left/002916	2016	829	2087	926	5.20
2018_02-13_1418_left/002916	2014	919	2082	1006	3.27
2018_02-13_1418_left/002917	1541	912	1575	962	5.20
2018_02-13_1418_left/002917	2015	828	2089	927	5.20
2018_02-13_1418_left/002917	2013	922	2080	1010	3.27
2018_02-13_1418_left/002918	1540	911	1573	961	5.20
2018_02-13_1418_left/002918	2020	830	2094	931	5.20
2018_02-13_1418_left/002919	1542	911	1573	960	5.20
2018_02-13_1418_left/002919	2022	829	2098	933	5.20
2018_02-13_1418_left/002919	2018	921	2088	1017	3.27
2018_02-13_1418_left/002920	1540	909	1573	960	5.20
2018_02-13_1418_left/002920	2042	821	2113	921	5.20
2018_02-13_1418_left/002921	2046	825	2114	919	5.20
2018_02-13_1418_left/002921	2044	917	2112	1011	3.27
2018_02-13_1418_left/002922	424	643	466	801	3.27
2018_02-13_1418_left/002922	2045	824	2115	920	5.20
2018_02-13_1418_left/002922	2043	920	2113	1016	3.27
2018_02-13_1418_left/002923	1546	913	1576	961	5.20
2018_02-13_1418_left/002923	2053	827	2128	930	5.20
2018_02-13_1418_left/002923	2046	921	2115	1017	3.27
2018_02-13_1418_left/002924	403	474	485	638	2.1
2018_02-13_1418_left/002924	1546	914	1577	962	5.20
2018_02-13_1418_left/002924	2056	827	2132	929	5.20
2018_02-13_1418_left/002924	2051	924	2122	1021	3.27
2018_02-13_1418_left/002925	1547	906	1581	957	5.20
2018_02-13_1418_left/002925	2054	817	2133	921	5.20
2018_02-13_1418_left/002925	2052	915	2129	1017	3.27
2018_02-13_1418_left/002926	1555	914	1585	960	5.19
2018_02-13_1418_left/002926	2070	826	2147	929	5.20
2018_02-13_1418_left/002926	2064	920	2139	1020	3.27
2018_02-13_1418_left/002927	1555	909	1586	957	5.20
2018_02-13_1418_left/002927	2075	817	2154	920	5.20
2018_02-13_1418_left/002927	2073	913	2147	1011	3.27
2018_02-13_1418_left/002928	2082	816	2160	918	5.20
2018_02-13_1418_left/002928	2080	918	2152	1016	3.27
2018_02-13_1418_left/002929	1560	909	1593	960	5.20
2018_02-13_1418_left/002929	2094	812	2173	917	5.20
2018_02-13_1418_left/002929	2091	912	2159	1009	3.27
2018_02-13_1418_left/002930	2107	815	2184	918	5.20
2018_02-13_1418_left/002930	2100	914	2174	1015	3.27
2018_02-13_1418_left/002931	2121	817	2197	919	5.20
2018_02-13_1418_left/002931	2115	918	2187	1021	3.27
2018_02-13_1418_left/002932	2131	812	2205	913	5.20
2018_02-13_1418_left/002932	2122	917	2196	1023	3.27
2018_02-13_1418_left/002933	2143	818	2220	921	5.20
2018_02-13_1418_left/002933	2130	926	2201	1027	3.27
2018_02-13_1418_left/002934	2158	809	2231	909	5.20
2018_02-13_1418_left/002934	2144	916	2218	1020	3.27
2018_02-13_1418_left/002935	1600	910	1633	961	5.20
2018_02-13_1418_left/002935	2166	811	2246	921	5.20
2018_02-13_1418_left/002935	2161	921	2236	1028	3.27
2018_02-13_1418_left/002936	2190	810	2265	913	5.20
2018_02-13_1418_left/002936	2183	912	2260	1022	3.27
2018_02-13_1418_left/002937	1625	907	1656	956	5.20
2018_02-13_1418_left/002937	2205	810	2280	910	5.20
2018_02-13_1418_left/002937	2196	905	2278	1016	3.27
2018_02-13_1418_left/002938	1639	904	1672	956	5.20
2018_02-13_1418_left/002938	2232	802	2307	902	5.20
2018_02-13_1418_left/002938	2226	907	2305	1015	3.27
2018_02-13_1418_left/002939	1649	904	1681	957	5.20
2018_02-13_1418_left/002939	2249	796	2321	900	5.20
2018_02-13_1418_left/002939	2233	905	2314	1015	3.27
2018_02-13_1418_left/002940	2269	793	2345	901	5.20
2018_02-13_1418_left/002940	2255	905	2336	1014	3.27
2018_02-13_1418_left/002941	1682	901	1716	951	5.20
2018_02-13_1418_left/002941	2289	783	2367	893	5.20
2018_02-13_1418_left/002941	2283	899	2368	1014	3.27
2018_02-13_1418_left/002942	2319	790	2400	902	5.20
2018_02-13_1418_left/002942	2314	902	2396	1019	3.27
2018_02-13_1418_left/002943	1713	907	1747	957	5.20
2018_02-13_1418_left/002943	2352	796	2425	899	5.20
2018_02-13_1418_left/002943	2335	907	2422	1028	3.27
2018_02-13_1418_left/002944	1731	908	1765	959	5.20
2018_02-13_1418_left/002944	2371	794	2443	901	5.20
2018_02-13_1418_left/002944	2363	911	2441	1026	3.27
2018_02-13_1418_left/002945	478	420	546	596	2.1
2018_02-13_1418_left/002945	1749	909	1785	961	5.20
2018_02-13_1418_left/002946	1779	907	1812	956	5.20
2018_02-13_1418_left/002947	1799	907	1831	956	5.20
2018_02-13_1418_left/002948	1825	904	1859	956	5.20
2018_02-13_1418_left/002949	1839	902	1873	955	5.20
2018_02-13_1418_left/002950	1867	904	1903	956	5.20
2018_02-13_1418_left/002952	1906	903	1943	959	5.20
2018_02-13_1418_left/002953	1931	897	1969	953	5.20
2018_02-13_1418_left/002954	1950	896	1985	948	5.20
2018_02-13_1418_left/002955	1975	899	2014	958	5.20
2018_02-13_1418_left/002956	2000	894	2038	952	5.20
2018_02-13_1418_left/002957	2024	895	2062	953	5.20
2018_02-13_1418_left/002959	2071	892	2111	950	5.20
2018_02-13_1418_left/002960	2105	891	2144	949	5.20
2018_02-13_1418_left/002961	2129	892	2171	952	5.20
2018_02-13_1418_left/002962	2157	891	2197	949	5.20
2018_02-13_1418_left/002963	2189	891	2228	950	5.20
2018_02-13_1418_left/002964	2213	889	2253	949	5.20
2018_02-13_1418_left/002965	2248	889	2287	944	5.20
2018_02-13_1418_left/002966	2274	891	2315	949	5.20
2018_02-13_1418_left/002967	2314	891	2356	952	5.20
2018_02-13_1418_left/002968	2353	893	2396	958	5.20
2018_02-13_1418_left/002969	2387	885	2427	947	5.20
2018_02-13_1418_left/003038	-3	456	67	659	5.19
2018_02-13_1418_left/003040	2	461	94	677	5.19
2018_02-13_1418_left/003046	12	456	146	654	2.4
2018_02-13_1418_left/003049	6	429	198	689	2.4
2018_02-13_1418_left/003050	9	429	195	686	2.4
2018_02-13_1418_left/003056	8	416	199	679	2.4
2018_02-13_1418_left/003057	7	412	197	684	2.4
2018_02-13_1418_left/003058	7	412	200	690	2.4
2018_02-13_1418_left/003059	9	407	201	691	2.4
2018_02-13_1418_left/003060	10	410	199	691	2.4
2018_02-13_1418_left/003061	6	413	196	685	2.4
2018_02-13_1418_left/003062	9	415	196	685	2.4
2018_02-13_1418_left/003064	3	409	188	683	2.4
2018_02-13_1418_left/003069	-3	318	166	686	2.4
2018_02-13_1418_left/003073	-9	261	132	598	2.4
2018_02-13_1418_left/003617	963	869	1018	949	5.20
2018_02-13_1418_left/003782	518	933	569	1021	3.27
2018_02-13_1418_left/003798	951	499	1068	658	3.1
2018_02-13_1418_left/003872	145	1574	453	1961	3.27
2018_02-13_1418_left/003873	117	1588	429	1970	3.27
2018_02-13_1418_left/004642	1499	899	1542	965	2.4
2018_02-13_1418_left/004643	1502	904	1543	967	2.4
2018_02-13_1418_left/004645	1501	898	1542	961	2.4
2018_02-13_1418_left/004825	1359	865	1410	938	4.2
2018_02-13_1418_left/004826	1357	872	1401	938	4.2
2018_02-13_1418_left/004827	1359	868	1401	931	5.19
2018_02-13_1418_left/004830	1365	884	1412	953	5.19
2018_02-13_1418_left/004831	1364	880	1410	946	5.19
2018_02-13_1418_left/004839	1376	852	1421	918	5.19
2018_02-13_1418_left/004843	1376	867	1417	928	5.19
2018_02-13_1418_left/004848	1384	871	1429	935	5.19
2018_02-13_1418_left/004860	365	736	417	816	3.1
2018_02-13_1418_left/004912	426	739	483	811	5.19
2018_02-13_1418_left/004925	377	690	426	760	5.19
2018_02-13_1418_left/004927	365	712	420	791	5.19
2018_02-13_1418_left/004928	360	734	410	806	5.19
2018_02-13_1418_left/004929	355	729	410	809	5.19
2018_02-13_1418_left/005011	1802	901	1839	960	3.27
2018_02-13_1418_left/005015	1823	896	1859	955	3.27
2018_02-13_1418_left/005016	1820	887	1857	947	2.4
2018_02-13_1418_left/005021	1873	904	1910	961	5.19
2018_02-13_1418_left/005022	1878	904	1916	963	4.2
2018_02-13_1418_left/005026	1911	895	1951	960	5.19
2018_02-13_1418_left/005061	540	1142	613	1254	3.27
2018_02-13_1418_left/005062	540	1144	616	1261	3.27
2018_02-13_1418_left/005063	542	1141	618	1260	2.1
2018_02-13_1418_left/005077	460	1150	546	1281	3.24
2018_02-13_1418_left/005081	429	1142	515	1272	3.24
2018_02-13_1418_left/005083	408	1144	495	1270	3.24
2018_02-13_1418_left/005101	-1	1226	105	1392	3.27
2018_02-13_1418_left/005103	-4	1225	56	1431	3.27
2018_02-13_1418_left/005495	1873	873	1922	943	2.4
2018_02-13_1418_left/005535	1614	842	1661	912	2.4
2018_02-13_1418_left/005536	1610	855	1650	920	4.2
2018_02-13_1418_left/005540	1613	854	1659	922	2.4
2018_02-13_1418_left/005541	1615	857	1659	924	2.4
2018_02-13_1418_left/005542	1615	853	1663	926	2.4
2018_02-13_1418_left/005543	1616	855	1663	927	2.4
